age,balance,education,job,marital,month,previous,y
36,96,secondary,admin.,married,apr,1,yes
33,158,tertiary,management,married,apr,2,no
39,0,secondary,technician,divorced,apr,0,no
34,1387,unknown,student,married,apr,0,no
42,3403,secondary,services,single,apr,0,no
45,160,tertiary,management,married,apr,0,yes
49,305,secondary,technician,married,apr,0,no
43,279,tertiary,admin.,married,apr,1,no
28,320,tertiary,management,single,apr,0,no
27,1390,tertiary,student,single,apr,0,no
21,224,secondary,student,single,apr,0,yes
23,0,secondary,student,single,apr,6,yes
47,1730,secondary,blue-collar,married,apr,0,yes
26,480,secondary,student,single,apr,0,no
29,697,tertiary,management,single,apr,1,yes
25,943,tertiary,management,single,apr,0,yes
60,1163,primary,housemaid,married,apr,0,yes
37,1458,secondary,technician,married,apr,0,yes
42,11115,unknown,technician,single,apr,0,yes
59,1729,tertiary,management,married,apr,0,no
49,3608,secondary,admin.,married,apr,1,yes
33,95,secondary,admin.,married,apr,0,yes
59,2308,secondary,technician,married,apr,1,yes
58,5701,tertiary,management,divorced,apr,1,yes
44,1529,unknown,blue-collar,married,apr,0,yes
48,292,secondary,blue-collar,married,apr,1,yes
33,5969,unknown,student,single,apr,7,no
29,7345,tertiary,management,single,apr,0,no
30,606,tertiary,technician,married,apr,0,no
48,11371,secondary,unemployed,married,apr,3,no
34,7468,primary,self-employed,married,apr,0,yes
32,0,secondary,admin.,married,apr,0,yes
42,1559,unknown,technician,married,apr,0,yes
54,1693,secondary,admin.,divorced,apr,2,yes
42,757,tertiary,technician,married,apr,1,yes
36,-547,tertiary,management,married,apr,2,no
42,201,primary,blue-collar,married,apr,2,yes
33,1122,tertiary,management,married,apr,0,no
27,662,tertiary,admin.,single,apr,0,no
32,580,secondary,services,married,apr,0,no
44,1070,tertiary,self-employed,divorced,apr,2,yes
37,1330,secondary,blue-collar,married,apr,0,yes
37,153,tertiary,management,divorced,apr,2,no
60,89,secondary,retired,married,apr,0,no
35,-312,secondary,admin.,married,apr,1,no
29,3794,secondary,admin.,single,apr,0,no
29,314,secondary,student,single,apr,0,yes
47,677,unknown,unknown,married,apr,2,yes
47,1431,tertiary,retired,divorced,apr,0,no
26,168,tertiary,self-employed,single,apr,0,yes
46,1603,secondary,blue-collar,married,apr,0,no
24,2845,tertiary,management,single,apr,0,yes
34,-32,secondary,admin.,single,apr,0,yes
27,4003,tertiary,technician,single,apr,0,no
55,357,tertiary,retired,married,apr,0,no
52,2290,tertiary,management,single,apr,2,no
30,398,tertiary,management,single,apr,2,yes
26,1078,tertiary,self-employed,single,apr,0,no
32,386,secondary,services,married,apr,0,no
45,706,secondary,self-employed,married,apr,1,no
36,24,secondary,technician,married,apr,1,no
33,956,tertiary,management,married,apr,0,no
46,0,secondary,technician,married,apr,2,yes
34,1337,secondary,services,married,apr,0,yes
31,1331,tertiary,management,married,apr,3,yes
38,2812,tertiary,unemployed,married,apr,0,yes
59,493,secondary,retired,married,apr,0,yes
51,1347,tertiary,technician,married,apr,2,no
35,1750,tertiary,management,single,apr,3,yes
25,2305,tertiary,management,single,apr,1,no
33,4401,tertiary,technician,married,apr,0,yes
35,193,tertiary,management,married,apr,1,yes
40,2487,tertiary,management,married,apr,0,no
39,0,secondary,blue-collar,married,apr,1,no
28,20,secondary,student,single,apr,0,no
33,1737,secondary,admin.,married,apr,0,no
29,231,secondary,management,married,apr,0,no
56,616,tertiary,management,married,apr,1,yes
31,199,secondary,blue-collar,single,apr,0,no
58,1907,tertiary,management,married,apr,7,no
26,1327,secondary,admin.,single,apr,4,no
57,478,tertiary,retired,married,apr,1,no
55,5399,tertiary,management,divorced,apr,3,no
26,530,secondary,retired,single,apr,0,no
28,434,secondary,unemployed,single,apr,0,no
37,5106,tertiary,management,married,apr,0,yes
33,920,secondary,admin.,married,apr,0,yes
43,1854,secondary,unemployed,divorced,apr,0,yes
35,994,tertiary,admin.,single,apr,2,yes
31,190,secondary,admin.,single,apr,0,yes
54,0,secondary,housemaid,married,apr,0,no
26,2781,tertiary,technician,single,apr,0,no
60,7791,primary,retired,married,apr,0,no
30,1185,tertiary,technician,single,apr,1,no
57,169,secondary,admin.,married,apr,1,no
38,1101,tertiary,technician,single,apr,0,yes
36,0,tertiary,self-employed,single,apr,0,no
33,129,unknown,blue-collar,single,apr,1,yes
55,3567,tertiary,unknown,married,apr,0,no
29,91,tertiary,management,single,apr,4,no
60,209,unknown,retired,married,apr,0,no
29,1669,tertiary,technician,single,apr,1,no
29,534,tertiary,technician,married,apr,0,no
53,0,secondary,admin.,divorced,apr,0,no
46,4,secondary,services,married,apr,5,yes
37,1851,tertiary,unemployed,married,apr,0,no
42,6060,tertiary,management,married,apr,2,yes
32,696,tertiary,technician,single,apr,2,no
31,1812,tertiary,management,married,apr,0,yes
34,4859,tertiary,management,married,apr,1,no
33,55,tertiary,management,married,apr,3,yes
29,125,tertiary,management,married,apr,0,no
37,630,tertiary,management,married,apr,1,yes
31,1422,secondary,services,married,apr,0,no
53,1624,tertiary,management,married,apr,3,yes
23,736,tertiary,management,single,apr,0,no
53,341,secondary,services,married,apr,0,yes
32,4,tertiary,technician,single,apr,0,no
30,414,secondary,admin.,single,apr,0,no
45,31630,tertiary,technician,married,apr,0,no
31,2016,tertiary,management,single,apr,0,yes
26,255,secondary,admin.,single,apr,1,yes
31,477,secondary,technician,married,apr,0,no
30,4684,secondary,technician,single,apr,0,yes
24,1052,secondary,admin.,single,apr,0,yes
33,1431,tertiary,management,single,apr,2,no
56,2986,unknown,management,divorced,apr,0,no
28,1808,tertiary,management,single,apr,0,yes
59,2381,secondary,admin.,married,apr,0,no
20,502,secondary,student,single,apr,0,yes
28,4287,secondary,blue-collar,married,apr,0,no
26,3511,tertiary,unemployed,single,apr,0,yes
35,518,secondary,technician,married,apr,0,yes
32,796,tertiary,management,single,apr,1,no
29,719,secondary,admin.,single,apr,0,no
28,227,secondary,technician,single,apr,0,yes
58,801,secondary,retired,married,apr,1,no
32,628,tertiary,management,married,apr,0,no
30,270,secondary,admin.,single,apr,1,yes
25,483,secondary,admin.,single,apr,1,no
32,4733,tertiary,management,married,apr,0,yes
33,2599,tertiary,management,married,apr,0,yes
36,351,tertiary,self-employed,single,apr,1,no
31,0,tertiary,management,single,apr,2,no
31,1599,secondary,services,single,apr,2,no
38,0,secondary,blue-collar,single,apr,0,no
32,4,secondary,admin.,divorced,apr,0,no
29,132,secondary,technician,married,apr,0,no
38,196,primary,housemaid,married,apr,0,yes
52,6657,tertiary,self-employed,married,apr,0,yes
38,613,tertiary,management,married,apr,1,yes
31,2915,tertiary,management,single,apr,1,no
41,487,primary,unemployed,divorced,apr,0,no
34,5462,tertiary,self-employed,single,apr,0,yes
29,674,secondary,technician,single,apr,5,yes
26,2,tertiary,student,single,apr,0,no
55,0,tertiary,management,single,apr,0,no
58,2969,primary,retired,married,apr,0,no
30,364,tertiary,management,single,apr,0,yes
56,746,tertiary,management,married,apr,0,no
37,57,tertiary,management,married,apr,1,no
40,2129,secondary,admin.,divorced,apr,0,yes
23,314,unknown,technician,single,apr,0,no
44,1818,tertiary,technician,married,apr,0,no
31,181,secondary,services,single,apr,0,yes
24,474,primary,student,single,apr,0,yes
25,219,tertiary,management,single,apr,0,yes
47,86,tertiary,management,single,apr,1,yes
34,442,tertiary,self-employed,married,apr,2,no
33,1170,unknown,student,single,apr,0,yes
34,18,tertiary,admin.,single,apr,0,yes
47,0,secondary,technician,married,apr,1,no
36,197,tertiary,technician,single,apr,0,yes
25,400,tertiary,technician,married,apr,0,no
50,938,tertiary,management,married,apr,0,yes
31,1815,tertiary,self-employed,single,apr,1,no
34,1228,tertiary,management,single,apr,8,yes
31,620,tertiary,services,single,apr,1,no
54,2156,secondary,technician,divorced,apr,5,yes
32,566,tertiary,management,single,apr,0,no
38,257,secondary,management,divorced,apr,0,yes
53,6112,secondary,blue-collar,married,apr,1,no
56,1947,primary,retired,married,apr,0,no
47,2408,tertiary,technician,married,apr,0,yes
31,35,secondary,admin.,married,apr,0,yes
36,393,tertiary,management,married,apr,0,yes
58,687,secondary,unemployed,married,apr,0,yes
25,2354,secondary,student,single,apr,7,no
35,618,unknown,services,married,apr,0,yes
43,2105,secondary,blue-collar,married,apr,0,no
28,3054,tertiary,student,single,apr,6,yes
53,142,primary,unemployed,married,apr,0,no
25,1608,secondary,student,single,apr,0,yes
51,5341,tertiary,management,single,apr,0,no
52,1319,secondary,blue-collar,married,apr,0,no
57,11632,unknown,housemaid,divorced,apr,0,no
43,775,secondary,unemployed,married,apr,0,no
41,30,secondary,entrepreneur,married,apr,0,yes
46,699,tertiary,management,married,apr,1,yes
27,3342,primary,blue-collar,single,apr,4,no
35,495,tertiary,management,married,apr,1,yes
49,5802,secondary,entrepreneur,single,apr,0,yes
23,598,secondary,technician,single,apr,0,no
58,3585,unknown,blue-collar,married,apr,1,no
47,2749,primary,blue-collar,married,apr,1,yes
25,436,tertiary,management,single,apr,0,no
54,527,unknown,management,married,apr,3,no
26,2503,unknown,student,single,apr,2,no
35,1162,tertiary,management,single,apr,0,yes
30,766,unknown,technician,single,apr,0,no
34,0,tertiary,management,married,apr,1,yes
30,776,secondary,technician,married,apr,0,yes
54,1014,tertiary,management,married,apr,2,yes
58,919,secondary,retired,married,apr,2,no
49,1226,unknown,admin.,single,apr,0,no
38,865,secondary,technician,married,apr,0,no
31,1619,tertiary,management,single,apr,0,yes
49,298,secondary,blue-collar,married,apr,3,no
57,1119,primary,admin.,married,apr,0,no
30,4389,secondary,blue-collar,married,apr,0,no
41,1316,primary,admin.,married,apr,0,no
39,2990,tertiary,housemaid,married,apr,0,no
44,630,secondary,blue-collar,married,apr,0,no
30,25,secondary,student,single,apr,0,no
70,3020,secondary,technician,married,apr,0,no
35,71,tertiary,management,married,apr,0,no
55,139,secondary,admin.,married,apr,0,yes
30,620,tertiary,management,single,apr,0,no
25,2816,secondary,admin.,single,apr,0,yes
47,2173,secondary,blue-collar,married,apr,5,no
26,507,secondary,technician,single,apr,0,yes
85,98,primary,retired,married,apr,0,yes
39,4539,tertiary,management,married,apr,0,no
46,3914,unknown,technician,married,apr,0,no
34,-308,tertiary,management,married,apr,0,no
34,1281,unknown,student,single,apr,0,no
35,-288,secondary,technician,married,apr,0,no
25,1105,secondary,technician,single,apr,1,no
55,3297,primary,blue-collar,married,apr,0,no
35,206,secondary,admin.,single,apr,0,no
45,1435,secondary,admin.,married,apr,0,no
59,182,primary,housemaid,married,apr,1,no
33,478,secondary,services,married,apr,0,yes
30,1660,secondary,technician,married,apr,0,no
36,2957,tertiary,management,married,apr,3,no
29,2753,tertiary,management,single,apr,0,yes
39,0,tertiary,management,married,apr,3,yes
45,89,secondary,technician,married,apr,2,no
33,498,secondary,blue-collar,single,apr,0,yes
38,565,secondary,technician,single,apr,0,yes
33,700,tertiary,blue-collar,single,apr,2,yes
58,4152,tertiary,management,married,apr,4,yes
32,697,tertiary,management,single,apr,0,no
61,927,secondary,retired,divorced,apr,0,yes
32,0,tertiary,management,single,apr,0,yes
35,286,tertiary,admin.,married,apr,0,yes
32,1388,tertiary,management,married,apr,0,yes
41,27696,tertiary,management,married,apr,0,no
29,30,tertiary,management,married,apr,0,no
29,486,secondary,unemployed,single,apr,0,no
50,2252,secondary,admin.,single,apr,0,yes
31,454,tertiary,technician,single,apr,0,yes
31,4041,tertiary,admin.,single,apr,0,yes
54,0,secondary,technician,married,apr,3,yes
33,0,tertiary,technician,married,apr,0,yes
48,36686,secondary,management,married,apr,0,no
36,728,secondary,admin.,single,apr,0,yes
31,354,tertiary,management,single,apr,2,yes
32,1246,tertiary,technician,single,apr,2,yes
28,307,primary,services,single,apr,0,no
34,3047,tertiary,management,married,apr,5,yes
49,0,secondary,housemaid,divorced,apr,0,no
24,382,secondary,student,single,apr,0,yes
29,36252,tertiary,management,single,apr,0,yes
27,73,tertiary,admin.,married,apr,1,no
40,158,tertiary,management,married,apr,0,yes
26,553,tertiary,self-employed,single,apr,0,no
28,68,secondary,self-employed,single,apr,0,no
29,734,secondary,blue-collar,single,apr,1,yes
30,305,tertiary,admin.,single,apr,2,yes
24,160,secondary,student,single,may,0,no
33,263,tertiary,self-employed,married,may,0,no
57,350,tertiary,management,married,may,0,no
31,0,tertiary,student,single,may,0,no
26,219,tertiary,self-employed,married,may,0,no
45,10252,secondary,blue-collar,married,may,0,yes
37,6101,tertiary,technician,single,may,1,no
37,3141,tertiary,management,single,may,0,yes
29,1854,secondary,student,single,may,0,no
36,1228,secondary,technician,single,may,0,yes
52,1356,tertiary,management,married,may,0,no
60,1723,primary,blue-collar,married,may,3,no
27,1444,unknown,student,single,may,2,no
27,1511,secondary,technician,single,may,0,no
40,7780,tertiary,management,married,may,1,no
36,130,tertiary,management,married,may,0,no
40,1646,tertiary,technician,single,may,3,yes
50,1277,unknown,management,single,may,0,no
34,1058,tertiary,management,single,may,0,no
28,236,primary,unemployed,single,may,3,yes
33,5437,tertiary,management,single,may,1,yes
31,125,secondary,services,single,may,1,no
33,133,secondary,technician,married,may,0,yes
56,2333,tertiary,management,married,may,0,yes
46,1446,tertiary,management,married,may,0,no
34,992,tertiary,technician,single,may,2,no
39,140,secondary,admin.,married,may,0,no
20,292,unknown,student,married,may,0,no
45,640,secondary,blue-collar,married,may,0,yes
33,417,tertiary,management,single,may,1,no
50,1270,tertiary,management,divorced,may,0,no
25,253,tertiary,student,single,may,0,yes
41,5060,secondary,blue-collar,married,may,3,yes
38,902,secondary,technician,divorced,may,1,yes
47,335,secondary,technician,married,may,1,yes
60,4519,secondary,admin.,divorced,may,1,no
49,1,tertiary,management,married,may,1,yes
34,14,tertiary,management,single,may,0,no
36,365,secondary,services,single,may,0,yes
36,911,tertiary,technician,married,may,0,no
37,20453,secondary,entrepreneur,single,may,0,no
42,1451,secondary,admin.,single,may,0,yes
24,0,unknown,student,single,may,0,no
33,1636,tertiary,technician,single,may,1,yes
26,256,secondary,services,single,may,0,no
49,3620,secondary,admin.,married,may,0,no
25,642,secondary,services,single,may,0,no
40,-388,primary,blue-collar,married,may,1,no
36,3221,tertiary,admin.,married,may,0,yes
28,1984,tertiary,blue-collar,single,may,1,no
31,630,tertiary,management,single,may,2,no
30,220,tertiary,management,single,may,0,no
44,0,secondary,blue-collar,single,may,1,no
52,94,secondary,unemployed,married,may,1,no
33,69,tertiary,admin.,married,may,0,no
22,897,tertiary,admin.,single,may,4,no
60,2580,primary,housemaid,married,may,0,no
60,316,secondary,technician,married,may,4,yes
33,2044,secondary,technician,married,may,0,yes
29,8947,tertiary,services,single,may,0,no
39,8876,secondary,services,married,may,2,no
32,214,tertiary,student,single,may,0,no
28,672,tertiary,management,single,may,0,no
45,4958,tertiary,services,married,may,0,no
33,557,secondary,technician,married,may,0,yes
35,977,secondary,unemployed,married,may,1,no
33,489,secondary,services,single,may,1,yes
67,696,unknown,retired,married,may,0,no
57,738,secondary,admin.,single,may,1,no
32,1138,tertiary,student,single,may,3,yes
44,4236,secondary,blue-collar,married,may,0,no
49,1,tertiary,management,married,may,0,no
48,863,secondary,blue-collar,married,may,2,yes
28,891,secondary,student,single,may,0,no
48,428,tertiary,management,divorced,may,2,no
49,1133,primary,blue-collar,married,may,0,no
39,563,secondary,admin.,married,may,0,no
35,5731,secondary,technician,single,may,4,no
28,1842,secondary,admin.,single,may,0,no
34,2187,tertiary,management,single,may,0,no
28,-65,primary,blue-collar,married,may,0,no
47,2010,secondary,management,married,may,0,no
42,10907,tertiary,management,single,may,0,no
31,6495,tertiary,management,single,may,3,no
26,160,secondary,admin.,single,may,0,no
41,1536,tertiary,admin.,married,may,0,no
44,10354,secondary,admin.,married,may,0,no
29,451,tertiary,management,married,may,1,no
26,4683,tertiary,management,single,may,1,no
22,1925,secondary,student,single,may,0,no
36,1876,tertiary,management,single,may,0,no
50,346,tertiary,management,married,may,1,no
41,298,tertiary,management,married,may,1,no
57,606,primary,retired,divorced,may,0,no
25,41,secondary,student,single,may,0,no
26,1153,tertiary,self-employed,single,may,0,no
36,218,secondary,blue-collar,married,may,0,yes
31,2083,secondary,services,married,may,2,no
32,282,secondary,technician,married,may,0,no
34,1813,secondary,self-employed,married,may,0,no
33,-208,secondary,blue-collar,married,may,1,no
41,72,secondary,blue-collar,married,may,3,no
36,188,secondary,self-employed,married,may,2,yes
41,1354,secondary,blue-collar,married,may,0,no
