level_0,index,age,workclass,education,marital_status,occupation,sex,income
23071,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
23072,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
23073,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
23074,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
23075,*,"[0, 80[",Government,Higher education,Spouse present,Technical,Male,<=50K
23076,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
23077,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
23078,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
23079,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
23081,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
23082,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
23083,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
23084,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
23085,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
23086,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
23087,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
23089,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
23090,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
23091,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
23092,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
23093,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
23094,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
23095,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
23097,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
23099,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
23100,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
23101,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
23102,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
23103,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
23104,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
23105,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
23106,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
23107,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
23108,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
23109,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,>50K
23110,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
23112,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
23113,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
23114,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
23115,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
23117,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
23118,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
23119,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
23120,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
23121,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
23122,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
23123,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
23124,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
23125,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
23126,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
23127,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
23128,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
23129,*,"[0, 80[",Government,Higher education,Spouse present,Technical,Male,>50K
23130,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
23131,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
23132,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
23133,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
23134,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
23135,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
23136,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
23138,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
23139,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,>50K
23140,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
23141,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
23142,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
23143,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
23144,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
23145,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
23146,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
23147,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
23148,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
23149,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
23150,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
23151,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
23152,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
23153,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
23154,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
23155,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
23156,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
23157,*,"[0, 80[",Government,Higher education,Spouse present,Technical,Male,>50K
23158,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
23159,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
23160,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
23161,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
23162,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
23163,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
23164,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,>50K
23165,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
23167,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
23168,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
23169,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
23170,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,>50K
23172,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,>50K
23173,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
23174,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
23176,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
23177,*,"[0, 80[",Government,Higher education,Spouse present,Technical,Male,>50K
23178,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
23179,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
23180,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
23182,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
23184,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
23185,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
23186,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
23187,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
23188,*,"[0, 80[",Government,Higher education,Spouse present,Technical,Male,>50K
23189,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
23190,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,>50K
23191,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
23193,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
23195,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
23196,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
23197,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
23198,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
23199,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
23200,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
23201,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
23202,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
23203,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
23204,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
23205,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
23207,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
23208,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
23209,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
23210,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
23212,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
23213,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
23214,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
23215,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
23216,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
23219,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
23220,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
23221,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
23223,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
23224,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
23225,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
23226,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,>50K
23227,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
23229,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
23230,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
23232,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
23233,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
23236,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
23237,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
23239,*,"[0, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
23240,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
23241,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
23242,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
23243,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
23244,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
23245,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
23247,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
23249,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
23250,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
23251,*,"[0, 80[",Government,Higher education,Spouse present,Technical,Male,>50K
23252,*,"[0, 80[",Government,Higher education,Spouse present,Technical,Male,>50K
23253,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
23254,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
23255,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
23256,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
23257,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
23258,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
23259,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
23260,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
23261,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
23262,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
23263,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
23264,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
23265,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
23266,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
23267,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
23268,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
23269,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
23270,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
23271,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
23272,*,"[0, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
23273,*,"[0, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
23274,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
23275,*,"[0, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
23276,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
23277,*,"[0, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
23278,*,"[0, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
